URL_Length,Dots_Count,Suspicious_TLD,Hyphen_Count,Subdir_Count,Domain_Length,IP_Present,Double_Slash_Count,URL_Shortening_Service,Count_SubDomain (Domain_Tokens),Count_Queries,Count_At_Symbol,Presence of %20,digit/letter,special_characters
77.0,3.0,0.0,0.0,8.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
94.0,3.0,0.0,2.0,7.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80.0,2.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.40816326530612246,6.0
126.0,5.0,0.0,2.0,6.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0
28.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70.0,2.0,0.0,0.0,6.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
66.0,4.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04081632653061224,2.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47.0,2.0,0.0,0.0,2.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
19.0,2.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
20.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59.0,1.0,0.0,0.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,3.0
19.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0
32.0,3.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54.0,2.0,0.0,0.0,3.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12195121951219512,3.0
24.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72.0,4.0,0.0,2.0,1.0,63.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.16981132075471697,1.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41.0,2.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,3.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
